LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,FullBath,HalfBath,GarageCars,Neighborhood,KitchenQual,SalePrice,BathsTotal,Age
7549.2681068586735,4,8,1976,733.7408615851682,3,1,0,Downtown,Fa,334835.21903616877,3.5,48
4146.139056843835,1,1,2019,2289.7189458474295,3,0,0,Downtown,TA,511185.73418828816,3.0,5
5880.9492878763995,1,5,1993,1194.1201802477076,3,0,2,LuxuryEstate,TA,586187.88240308,3.0,31
1000.0,4,1,1977,2067.9739229719107,3,0,2,LuxuryEstate,Gd,761815.7816208776,3.0,47
3951.2247173314204,6,10,1994,1423.001167401084,3,1,1,Suburbs,Fa,364930.9901495827,3.5,30
5494.863697213679,8,8,1966,1419.0225915293363,1,1,3,Suburbs,Gd,441955.49950595247,1.5,58
3504.433636070301,6,8,1989,1719.2063497483227,1,0,3,Suburbs,Ex,538107.3596295026,1.0,35
9264.82260786327,9,1,1952,1058.0005716267797,1,1,2,Rural,Ex,489553.36193148326,1.5,72
3139.7172440787344,9,9,2015,1566.2485717478228,2,0,2,Suburbs,Fa,478914.1847626901,2.0,9
5119.9110266060325,2,2,1995,1309.2552925879536,1,0,1,LuxuryEstate,Ex,718107.5389733321,1.0,29
6261.481154572182,10,9,1979,839.7532782974843,1,1,2,Rural,Fa,339403.62631864316,1.5,45
8882.546578132231,1,1,2018,1668.7410373631994,2,1,1,LuxuryEstate,TA,747035.9337433161,2.5,6
3128.275697641121,2,10,1958,1368.346096561042,1,0,1,Rural,Ex,277657.27596453,1.0,66
8326.32750430992,5,9,1960,1421.487585777646,3,1,3,Suburbs,TA,450714.19009574444,3.5,64
6020.4661220391745,4,4,2018,894.9195282929211,1,0,1,Suburbs,Gd,378736.2515071498,1.0,6
4036.982697904098,4,9,2015,2295.700183881402,1,0,3,Suburbs,Ex,616787.6850911906,1.0,9
6924.206948526542,9,7,1980,1938.357093193058,1,1,3,Rural,Gd,481690.74710034835,1.5,44
6398.11939114694,8,6,1982,1982.0779420859894,3,0,3,LuxuryEstate,Gd,1104372.9643366323,3.0,42
4799.56624568241,6,5,1988,1347.277648779159,3,1,2,Downtown,Fa,414703.7624940581,3.5,36
6139.604169980038,1,9,1995,635.4085552482899,3,0,3,LuxuryEstate,Gd,591797.9868649484,3.0,29
5229.372806276479,2,2,1986,2476.4586912447553,3,1,1,Suburbs,Fa,421119.8658649953,3.5,38
6227.034690502496,6,2,2009,1469.4512459970658,2,1,2,Rural,Fa,336083.56376436184,2.5,15
7324.261349042094,2,9,1980,1125.6001019899732,3,0,1,Rural,Fa,253375.57886069597,3.0,44
9172.033632290704,10,3,1960,1708.4007872415568,3,1,2,Suburbs,Fa,540550.9873265503,3.5,64
3524.369002346302,5,8,1951,2083.560394001649,3,1,1,Rural,Fa,290277.3056033345,3.5,73
10266.066749312533,5,9,1976,1488.4747219572669,3,0,0,Suburbs,TA,437767.6590853818,3.0,48
2095.8244009549962,6,8,1951,2139.287583969687,2,1,0,LuxuryEstate,Fa,623899.7230868343,2.5,73
5696.4298099288335,6,4,1970,2041.4999692584342,1,0,0,Rural,Ex,420025.3215602721,1.0,54
7176.634412969153,6,1,2007,961.8094062989708,1,1,1,Downtown,Fa,408877.76106956165,1.5,17
6561.983735470065,2,4,1954,1163.1049471702618,3,0,2,Rural,TA,252208.2185115564,3.0,70
4754.600960358813,10,9,2001,1978.7685816398837,3,0,3,Suburbs,Ex,777187.4245265565,3.0,23
5583.755499285449,3,2,1994,500.0,3,0,3,Downtown,Ex,467489.51340784336,3.0,30
5013.998130682335,6,3,1969,1425.2721534175057,1,0,1,Suburbs,TA,375621.7642069618,1.0,55
4821.270486111577,8,10,2010,784.5843991876641,1,1,1,Rural,Ex,414112.2858217515,1.5,14
7699.2041940420495,1,8,1987,1261.7230992832376,3,0,1,Downtown,TA,468886.54790817294,3.0,37
6714.030971930095,1,6,1969,1350.589955485398,1,1,1,Downtown,Gd,390524.38082724606,1.5,55
4614.180809478692,2,8,1974,1320.877811046246,2,0,3,Rural,Gd,278100.2952277448,2.0,50
7799.199750866502,6,7,1951,1223.8693739436958,3,1,2,Downtown,Fa,420727.9115727332,3.5,73
6614.599041753218,9,5,1981,951.428175185593,3,0,3,LuxuryEstate,Fa,778974.1166306479,3.0,43
7625.72423767792,4,9,1975,2645.955633409343,2,1,1,Downtown,Fa,530566.5339158048,2.5,49
7259.257683847224,3,4,2019,2433.7310020806754,2,1,0,Downtown,Fa,501026.7203181655,2.5,5
4342.009978155856,8,6,1990,918.9670898718584,1,0,3,LuxuryEstate,TA,711439.2898590105,1.0,34
4879.637919606061,10,2,2016,2291.0583756517835,2,0,0,Suburbs,Gd,685440.0245218812,2.0,8
7494.587210246524,9,2,1950,1300.2672547635736,3,0,0,Suburbs,TA,487544.03922006255,3.0,74
7220.7405308669295,5,2,2000,1564.5937366658552,1,1,1,LuxuryEstate,Ex,1002665.1282695545,1.5,24
5958.196812071704,9,10,1954,1468.363020051542,2,1,3,Downtown,Ex,794881.9793533722,2.5,70
6234.654766617564,2,7,1962,1170.1256793730172,1,1,2,Rural,Ex,289065.89963416435,1.5,62
8555.329791576849,3,2,1968,1991.9261718030734,1,1,3,LuxuryEstate,Ex,972969.2491122943,1.5,56
4816.85722232834,7,2,1961,1562.9432652883288,1,0,2,Rural,Ex,412254.84315201396,1.0,63
7094.194762340076,7,9,1997,1261.7242883903793,1,0,2,Suburbs,Gd,510466.99188575434,1.0,27
5595.614695132212,6,7,1974,847.7052780997637,2,0,1,LuxuryEstate,TA,591099.5335266994,2.0,50
5564.63759354556,6,3,2006,1053.2024931404399,3,0,2,Rural,Ex,395135.14044873096,3.0,18
8197.55370397438,2,3,1984,679.3099421989516,3,1,3,Downtown,Fa,339255.5110213494,3.5,40
7650.8326979760595,10,7,1954,1506.1117742075846,2,1,3,LuxuryEstate,Gd,1103387.738749416,2.5,70
7627.019272001277,6,5,1971,901.6672038578021,3,0,0,Rural,Fa,270793.3829740927,3.0,53
8610.957614308658,4,10,2006,1367.2197437407294,1,1,2,LuxuryEstate,Gd,799542.1366941427,1.5,18
6042.007683265518,3,6,1996,2185.0509268051856,1,0,1,LuxuryEstate,Gd,847100.1291072847,1.0,28
7363.905942589928,2,8,2003,2099.6497864607927,1,1,1,Suburbs,Fa,340280.19021384406,1.5,21
5379.466486813088,1,9,1952,1483.861552948691,2,1,3,Suburbs,Fa,295189.32284735393,2.5,72
6648.332704976884,5,1,2002,1456.457636928425,1,1,2,Downtown,Ex,648435.0899858463,1.5,22
5739.713891264631,2,3,1980,2439.937274710504,1,1,1,Suburbs,Fa,362144.5142422363,1.5,44
6193.991929985436,2,7,2018,1760.3780601793555,2,1,2,Suburbs,TA,405750.95458786417,2.5,6
7190.314050873827,7,6,1982,1336.0967700617384,1,1,2,Suburbs,Gd,434035.13621113385,1.5,42
4363.558633533055,8,7,2021,786.990941439774,1,0,0,Rural,Gd,374852.4307180049,1.0,3
10184.77455137092,10,8,1999,1696.9366090823717,3,1,1,LuxuryEstate,Ex,1470423.8114869231,3.5,25
3987.965237000596,8,6,1965,1914.661886291431,2,0,0,Suburbs,Gd,507901.29065630626,2.0,59
3571.6227744245357,4,3,1988,1184.174237743178,1,0,1,Rural,Fa,228534.56992303298,1.0,36
8316.221747000136,1,2,1995,1645.6013775690162,1,0,2,LuxuryEstate,Gd,784071.622332097,1.0,29
7583.325387925872,7,7,1996,1318.2133525424854,1,0,1,Suburbs,Gd,470092.09256714536,1.0,28
7248.23963410431,1,1,1993,1407.9838004004987,1,0,3,Suburbs,Fa,307614.1028674153,1.0,31
7256.69101852856,4,3,1958,500.0,3,0,2,LuxuryEstate,Fa,455549.74747157376,3.0,66
5975.506454306171,8,4,1999,1389.1092981419322,3,1,1,Rural,Gd,454827.68056523014,3.5,25
4205.491257028337,2,1,2009,1984.6846512040272,3,1,0,Rural,TA,323015.2515245332,3.5,15
6151.609116387453,6,5,1964,1184.2987222167208,3,1,0,Downtown,Fa,378824.2588247088,3.5,60
4645.676576975777,6,10,1985,1526.2631841076582,2,0,2,LuxuryEstate,TA,709134.3953586352,2.0,39
7950.239466835503,9,3,2012,1122.0246466540398,1,0,0,Downtown,TA,554219.8835084062,1.0,12
5705.885236995723,5,2,2018,1680.2208381463865,3,0,2,Rural,Ex,494732.0035801131,3.0,6
4349.005606414977,10,3,1990,1391.7384012319133,1,1,2,Suburbs,TA,507751.4066612048,1.5,34
5357.228316694013,4,8,2023,1030.3792296589966,2,1,2,Downtown,Ex,566001.5033688158,2.5,1
6825.862908551248,5,6,1973,2166.2757338325637,1,1,1,Rural,TA,338389.6175113362,1.5,51
4872.55089439205,10,7,1998,1964.4660067661075,1,0,2,Rural,Ex,606639.9112093563,1.0,26
4355.559208867137,5,6,1967,1197.5466180359126,3,0,0,Suburbs,Fa,290690.1266277247,3.0,57
6487.374422983825,8,6,1956,1748.8941547088887,3,0,3,LuxuryEstate,Gd,988028.4133330547,3.0,68
6489.9331422174455,10,3,1953,1768.7060014101903,2,1,1,Rural,Gd,503304.01833182503,2.5,71
4986.113649257741,8,8,2018,1821.150617505588,1,0,0,Downtown,Ex,806043.1948965251,1.0,6
5057.9233887633545,2,7,2009,652.8720520024611,3,0,2,Suburbs,Fa,239029.36172091175,3.0,15
6464.099874715273,7,7,2004,2003.303270516314,3,0,2,LuxuryEstate,Ex,1259554.7569920141,3.0,20
3103.8313170053516,8,6,1965,1215.1505185371343,3,0,3,LuxuryEstate,Ex,975577.6321831868,3.0,59
3185.0724512468896,6,5,1978,1321.0860332793666,2,1,0,LuxuryEstate,Fa,564399.0888242351,2.5,46
4563.111557495128,5,10,1972,2818.9408761301,1,1,1,Rural,TA,393805.73025290295,1.5,52
5573.1056965763055,9,8,1963,1650.936690360506,3,0,0,LuxuryEstate,TA,886430.1084646463,3.0,61
6621.815131196009,3,5,1998,1306.8387622764121,1,0,2,Rural,Fa,256898.65744106565,1.0,26
8950.712433899103,10,9,1982,500.0,2,1,1,Suburbs,Ex,625768.6657613267,2.5,42
7715.3192464040385,4,9,1974,2194.8820669731776,1,1,2,Suburbs,Gd,497747.0750883004,1.5,50
5680.122940073145,9,1,1970,827.3951645956987,3,0,2,LuxuryEstate,Ex,1009738.6192297527,3.0,54
5961.967584194623,6,6,1966,998.2805482502483,1,1,0,Suburbs,TA,307863.73852756456,1.5,58
3994.9412707243823,8,7,1972,1334.3238504560754,1,1,3,Downtown,Fa,432238.2356407188,1.5,52
5962.97372801522,7,3,2006,2208.205895850146,2,0,2,Downtown,Fa,561747.947063966,2.0,18
5422.682722159723,2,7,2007,1886.6199933328796,2,1,0,Rural,Fa,324641.322357488,2.5,17
6645.437120676179,3,7,1963,1421.08124507987,1,1,1,LuxuryEstate,TA,565672.420804643,1.5,61
4345.538112895354,1,2,1969,1654.1460318194104,1,1,3,Rural,Ex,320237.207434454,1.5,55
7038.693028482345,9,7,1979,1199.8071535644472,1,1,2,Suburbs,Fa,433779.4383140369,1.5,45
9065.477826005155,7,1,1968,1569.8268447826754,2,0,2,LuxuryEstate,Gd,916784.8810360347,2.0,56
5782.479703086285,1,5,2002,1536.6683723890683,2,1,1,Rural,Fa,257442.11193724963,2.5,22
6803.423444197882,3,9,2005,1984.3849478406767,1,1,0,LuxuryEstate,Ex,996877.1057171907,1.5,19
7380.287983422225,4,7,1972,1983.5890612194748,2,0,2,LuxuryEstate,TA,784373.7482322728,2.0,52
5197.559056228328,4,7,2011,1746.9886911028225,3,1,1,Rural,Gd,370593.6658777882,3.5,13
6448.1849636208335,5,2,1982,1318.8262212269487,2,0,2,LuxuryEstate,Gd,742652.1357307929,2.0,42
6025.18480156359,3,8,1967,1870.9111471950632,2,0,0,Suburbs,Fa,319656.9361835143,2.0,57
6195.3521970976635,3,3,2022,1454.0157668984766,2,1,3,Downtown,Ex,663108.7463424911,2.5,2
4453.980432289067,1,8,1982,959.0428156434335,3,1,0,Downtown,Fa,294556.66016915,3.5,42
6049.020348517885,7,3,1981,1298.3561040445306,3,1,0,LuxuryEstate,Gd,797372.0414523883,3.5,43
6995.9965824908995,10,10,2010,1542.2634918921622,3,1,0,Downtown,Fa,635354.8266405683,3.5,14
8902.287215590084,1,7,2003,1955.1078918323726,1,1,1,LuxuryEstate,Ex,959158.2475110246,1.5,21
7918.541652170414,2,2,1966,1408.2359139214234,1,0,2,Rural,TA,307691.8183661752,1.0,58
10306.364915023114,4,4,1968,895.4006443801969,3,1,3,Suburbs,Gd,392750.7266701314,3.5,56
4465.304874223901,4,6,2019,1528.3708416484096,1,0,1,Downtown,Ex,584087.3120278901,1.0,5
7744.641273441356,5,9,1983,1556.7280200282762,1,1,0,Rural,Fa,286409.8893048364,1.5,41
6366.684011476704,2,5,1974,1592.9188144513764,1,0,3,Suburbs,Gd,381931.4305023106,1.0,50
10379.605866435344,4,9,2017,1959.935757977215,3,1,0,Downtown,Fa,537752.1971897171,3.5,7
4383.403429289697,1,5,2023,2009.461620044949,2,1,0,Downtown,Fa,448299.15772440075,2.5,1
4320.556315638448,2,10,2023,1202.8945638091668,3,1,0,Suburbs,TA,380019.3387132267,3.5,1
4801.214709111956,1,8,1960,1191.9282709755282,3,1,3,Rural,Fa,240857.76305219007,3.5,64
1752.2085513803859,10,1,1965,979.9006445222634,1,1,2,Rural,Fa,332699.0255470127,1.5,59
4948.489956638477,10,7,2010,1849.4078351402381,1,0,0,Downtown,Ex,857231.6834435674,1.0,14
4481.734676892604,4,4,1956,2224.4100541688576,2,1,2,Suburbs,Fa,377379.7696323379,2.5,68
6300.787572952415,4,5,1965,1342.4590360455384,2,1,3,Rural,TA,292507.944508428,2.5,59
6683.511951554319,7,6,1965,1379.2847176375035,2,1,3,Suburbs,Fa,399209.0579848989,2.5,59
9752.341678431772,10,5,1989,2233.391278449488,2,0,0,Suburbs,Fa,605650.9295790513,2.0,35
7900.847676372101,9,1,1961,1752.7789266075038,3,1,2,Downtown,Fa,587193.4959825879,3.5,63
4846.1926886751935,9,9,1984,1718.1178524005275,2,0,2,Suburbs,Gd,564741.0160084034,2.0,40
4203.170657303284,5,2,1970,904.5417470131366,3,1,0,Suburbs,TA,314165.4972227198,3.5,54
6983.838343013012,10,9,1999,1839.3640346397094,1,0,1,LuxuryEstate,Gd,1117340.0234990034,1.0,25
3359.533585958716,1,10,1992,1035.431829745121,2,1,1,Suburbs,TA,276401.4778516557,2.5,32
9662.917531708707,1,2,1966,932.9899070325209,1,1,3,Rural,TA,244458.57903056225,1.5,58
8358.880241442574,6,9,1981,1326.6142116166438,1,0,3,Downtown,Ex,634843.1764525621,1.0,43
5061.648695790591,2,6,1990,1207.103638275655,3,1,1,Downtown,Gd,459812.6232639538,3.5,34
2573.730941818245,8,9,1955,1389.2001528074804,2,0,1,Suburbs,TA,370912.5183520648,2.0,69
8707.744748330826,9,6,1976,779.5091827375406,3,1,1,Suburbs,TA,463310.90478978644,3.5,48
5770.920309494764,4,6,1969,1979.4081532338362,1,1,0,Rural,Ex,400699.16366152395,1.5,55
8475.632623946924,5,2,1974,2063.8431472582142,2,0,0,LuxuryEstate,Gd,910427.5003407979,2.0,50
2811.144682411266,8,8,2015,526.3287629295928,1,1,0,Downtown,Fa,375352.7402688206,1.5,9
4801.249954092455,3,3,1958,1989.228902833275,1,0,0,LuxuryEstate,Ex,813001.8840713141,1.0,66
6010.487399436366,5,7,2002,1094.735685089187,2,0,0,Rural,TA,298074.6619481684,2.0,22
6093.961187529484,3,5,2010,1928.4877684913931,2,1,0,Downtown,Gd,555929.8242396358,2.5,14
5099.869057041513,10,3,1987,1465.7767536667923,2,1,3,Rural,TA,419070.82458420645,2.5,37
7245.699864694998,3,1,1952,1514.3877820404994,3,1,2,Suburbs,Ex,445022.8926882129,3.5,72
3864.759141234811,3,8,2019,1407.4511752893907,3,0,3,Rural,Ex,413338.5253273225,3.0,5
5715.241029957413,7,3,2004,2106.064602116743,1,0,2,Suburbs,Gd,546030.8200843211,1.0,20
6240.5912634237975,7,2,1950,880.2059937374859,2,1,3,LuxuryEstate,Ex,871143.2599323144,2.5,74
7028.877668117498,7,1,2019,1803.9201693675043,1,0,3,Downtown,Ex,815479.1684059352,1.0,5
7423.22975617778,10,4,1994,2050.665082444775,1,0,0,Downtown,Fa,633830.4903820147,1.0,30
3750.7158163242616,8,8,1996,1858.1700402702054,1,0,0,LuxuryEstate,TA,816229.2334636482,1.0,28
2931.7716585287553,5,3,1975,2662.349457161709,1,0,2,Suburbs,Fa,421562.10706345807,1.0,49
8555.353643797018,5,1,1963,1235.5266186376507,1,1,2,Downtown,Fa,371255.705243171,1.5,61
6664.628023959183,4,4,2003,1978.6524112967656,2,1,0,Rural,Gd,368960.860346339,2.5,21
4503.026926886892,7,9,2020,1446.9546823292899,3,1,3,Suburbs,Ex,620305.1439880342,3.5,4
9102.303951045045,10,1,1995,2116.7030381763348,2,0,2,Downtown,TA,775061.9915549016,2.0,29
6231.349268585717,4,2,1980,1496.1555021393153,2,0,1,Rural,TA,315347.08100124216,2.0,44
8358.594368127653,2,9,2008,1306.0621090687653,2,0,1,Rural,TA,299652.90626605187,2.0,16
6135.036962820218,4,2,1978,2153.0361019358143,3,0,1,Downtown,Ex,681675.8346734287,3.0,46
10121.495849763975,8,3,1966,1254.219030490535,3,1,2,LuxuryEstate,TA,855334.052183143,3.5,58
9510.68168488641,9,7,1963,793.6371205497219,3,0,0,LuxuryEstate,TA,817389.4437215021,3.0,61
5502.071703041853,3,3,1985,1241.5765584130856,2,0,0,Downtown,Ex,473730.16956132173,2.0,39
7943.141901908711,7,9,2007,1809.5164732942662,3,1,0,Rural,Gd,459847.45076985407,3.5,17
7290.751899170295,9,6,1973,2196.019375793546,1,1,2,LuxuryEstate,TA,1019832.6495095708,1.5,51
8737.263115064698,4,3,2012,1555.564687648256,3,1,2,LuxuryEstate,Ex,1089487.6381941948,3.5,12
4070.1530788397913,10,9,1974,2159.0985336170124,2,0,1,LuxuryEstate,Fa,928535.7144825895,2.0,50
7372.102919996879,3,1,2008,820.9125392612033,2,0,2,Suburbs,Ex,430827.44097345485,2.0,16
8116.848973699176,5,10,1981,1278.3682675910486,1,0,1,LuxuryEstate,Fa,609123.5556727857,1.0,43
2482.5210271537712,1,3,1967,1355.7124414229495,3,0,1,Downtown,Ex,488137.27253084263,3.0,57
3633.48297466845,3,1,1986,1442.7202862637403,3,0,0,Downtown,TA,413897.16865484125,3.0,38
1921.535644479799,8,2,1975,1542.0471941250983,1,0,2,Suburbs,Gd,451889.96131606644,1.0,49
5461.186331110885,8,8,1958,1845.4554786960964,2,1,0,Suburbs,Gd,510637.1121110961,2.5,66
7435.084511591925,4,7,2013,1277.596580914755,2,0,0,Downtown,TA,446235.414642385,2.0,11
9004.714104192057,2,2,2021,1569.5143434765628,3,1,2,Suburbs,Fa,383298.8037802253,3.5,3
6148.189560839551,8,2,1969,1477.4385548379742,3,1,2,LuxuryEstate,Ex,1105653.2418144052,3.5,55
9257.231091142585,8,9,2003,1037.055048054425,3,1,3,Rural,TA,393979.2732992559,3.5,21
3239.797083570217,10,6,1979,1443.1666554592823,3,0,1,Rural,Ex,547330.5895128134,3.0,45
2593.2351212896906,4,5,2002,1428.1702350514408,3,0,3,Rural,TA,282775.6026170531,3.0,22
5888.904602206762,3,10,2012,1417.459717498477,2,1,1,Downtown,TA,483426.23255389923,2.5,12
6768.130897878615,2,6,1960,1515.8797282907253,2,0,1,Suburbs,Ex,444390.9940225929,2.0,64
5934.610503811814,9,9,1980,1537.836770306693,2,0,1,Rural,Gd,440084.24280788645,2.0,44
1865.115799920247,1,7,1998,1283.852410446335,2,1,0,LuxuryEstate,Gd,565368.4423360965,2.5,26
5821.759920974423,7,10,1968,2136.3573669856323,1,0,0,LuxuryEstate,Fa,730576.7779791671,1.0,56
3391.0609989902937,5,10,1961,915.2596853984917,2,0,2,LuxuryEstate,Ex,687363.2819865752,2.0,63
7339.345097660077,8,9,1964,1139.5149457650518,1,0,1,Suburbs,Fa,389722.3002619672,1.0,60
6733.196492193696,4,4,1980,2889.981812111778,2,0,1,Rural,TA,394200.98766137555,2.0,44
4120.240427345289,7,2,1992,981.0043225053851,3,1,1,LuxuryEstate,Fa,601622.7533904915,3.5,32
4972.266165326613,5,8,1986,823.1226626451207,3,1,0,Suburbs,TA,336099.2930149131,3.5,38
3881.5729562220968,5,4,1978,1867.2383725006089,3,0,2,LuxuryEstate,Ex,990549.9058256155,3.0,46
5874.641805453656,9,9,1975,500.0,1,0,0,Rural,Ex,357452.29874789447,1.0,49
7910.284641002477,9,4,1951,1382.3630450137805,2,0,3,Rural,Ex,497364.88952957664,2.0,73
4028.5479073289125,9,8,1964,2572.912462538244,2,1,3,Rural,Ex,599097.7088591952,2.5,60
7008.093031035689,6,9,1953,727.5320389232998,1,0,3,Rural,Fa,213989.93124524955,1.0,71
4939.484763255118,6,9,1999,509.0177571306433,1,0,2,Rural,TA,242163.64359566866,1.0,25
4414.254335475312,5,10,1987,750.4093990211509,1,1,3,LuxuryEstate,Gd,610812.3507629841,1.5,37
5785.9392800908845,9,4,1972,1949.1797841734929,1,0,2,Rural,Ex,531712.5929656192,1.0,52
3929.515355161252,10,1,2008,2062.3883599929063,1,1,0,LuxuryEstate,Ex,1328076.259159115,1.5,16
4892.7013893056355,8,3,1977,1243.7056015107455,3,0,0,Rural,TA,335262.3723569171,3.0,47
3604.244214822303,7,9,2015,1841.6062020005345,2,1,2,LuxuryEstate,Gd,978905.8941467787,2.5,9
9929.450265832778,7,4,1957,2195.127663755995,1,0,0,Rural,Ex,504113.6290679875,1.0,67
6070.527103943457,6,5,1978,2393.6732072149125,3,0,0,LuxuryEstate,Gd,1008367.0721534592,3.0,46
4600.548984014829,5,7,1960,1376.832359410076,1,1,2,Rural,Ex,360838.02910081786,1.5,64
6427.959821468444,4,5,1967,500.0,3,1,3,Suburbs,Fa,234384.72125604204,3.5,57
5775.343900618341,3,4,2004,1089.5605387951566,1,1,2,LuxuryEstate,Fa,546223.9337831095,1.5,20
5558.060800933554,3,2,1999,1286.597902532371,2,1,1,Suburbs,Gd,394075.3177405416,2.5,25
7228.333400086851,6,2,1963,1370.5306017108046,1,1,0,LuxuryEstate,TA,648910.8101470243,1.5,61
7515.01542009461,4,4,2023,1406.0702994956403,1,0,2,LuxuryEstate,TA,704058.9797248552,1.0,1
4938.997704778945,6,10,1958,2059.4472989653345,2,1,0,LuxuryEstate,Fa,689203.5604380259,2.5,66
4848.36351871064,3,10,1960,2137.2142133437906,2,1,3,Downtown,TA,492091.89479613764,2.5,64
5449.896605696712,4,9,2012,1414.1631730376084,1,1,0,Rural,TA,269099.3019579185,1.5,12
1396.1576705288307,9,8,2016,2049.2424380259095,2,1,2,Suburbs,TA,526861.4361826805,2.5,8
2969.6178756028953,5,3,2002,1678.8306833155448,2,0,3,Suburbs,Gd,450436.100867273,2.0,22
8733.74853488905,7,9,1988,1532.2529864312858,3,0,3,LuxuryEstate,Gd,997342.7684631813,3.0,36
9289.935427002567,10,5,2005,1953.2720785549818,2,0,3,Suburbs,TA,647381.2548190759,2.0,19
5501.927920887243,2,3,1977,1536.126024118958,2,0,1,Suburbs,Fa,299950.4787637602,2.0,47
7153.113926111533,5,5,1988,2528.905588548881,1,0,2,Suburbs,TA,477866.17063959705,1.0,36
6622.500309087072,9,10,1974,780.7944166027204,1,1,2,Suburbs,Ex,544199.3659191633,1.5,50
12157.761616910477,3,4,1970,1242.414550453991,3,0,3,Downtown,Fa,454351.0975239511,3.0,54
8239.149822869153,9,8,1959,1436.7405515230248,1,0,0,LuxuryEstate,Gd,915810.3940873425,1.0,65
5744.164817038467,6,5,1992,1719.7263452289953,2,1,3,Suburbs,Ex,565749.1180654184,2.5,32
4088.9191187991482,4,10,1964,2133.9802435515444,2,1,1,Downtown,TA,470890.8130973036,2.5,60
2787.107359484855,7,8,1997,1487.8007163819216,2,0,3,Downtown,TA,501378.2050095117,2.0,27
6406.927271734447,8,9,1970,788.8851752468964,1,0,2,LuxuryEstate,Fa,621684.3461213299,1.0,54
4487.2985094313935,6,4,2009,1921.256948227502,2,1,3,Rural,Fa,355575.7976078947,2.5,15
3155.492580804652,5,7,1999,1877.4793830709823,2,0,0,Rural,TA,288266.7987903952,2.0,25
4706.854231514947,6,2,1972,529.0706703102969,3,1,2,Rural,TA,267160.74688858713,3.5,52
3836.90399277121,5,6,1962,1498.0979331646004,3,1,0,Suburbs,Fa,295617.22389418376,3.5,62
9374.28327014513,8,8,2018,704.929084659851,3,0,3,LuxuryEstate,Ex,1175995.2801414481,3.0,6
7763.279513898901,1,7,1953,1167.6744512489688,1,0,2,Rural,Gd,252376.68614220727,1.0,71
5984.0547173667655,7,7,2021,1048.5955365186,2,0,1,Suburbs,Fa,359552.2207721917,2.0,3
8959.888277780052,10,8,1958,1904.6323491209928,2,1,2,LuxuryEstate,Ex,1374285.6339805124,2.5,66
6154.736615295236,10,7,1984,1558.415087086092,2,1,0,Suburbs,TA,546850.7806973085,2.5,40
4277.431597343473,2,5,1970,857.2044996219862,3,0,2,Rural,Gd,233289.3962253898,3.0,54
9046.248154539315,9,7,2007,1940.0329814786712,2,0,1,Rural,Ex,618911.332688628,2.0,17
7077.820087369318,1,10,1967,783.0970880357928,2,0,1,Downtown,Gd,379531.64542794036,2.0,57
3925.507691347087,10,3,2021,1665.0568952354718,2,1,1,Downtown,Gd,742719.3304122824,2.5,3
5619.322643832784,6,5,1992,1092.9946653542222,2,1,1,LuxuryEstate,Gd,747644.7892419393,2.5,32
4248.763493230485,9,7,1955,1317.16145873474,2,1,0,Suburbs,Ex,587011.8047949736,2.5,69
3234.400538071328,1,9,2016,1752.135374019192,1,0,2,Suburbs,Ex,479985.0751267503,1.0,8
7852.3550950632825,4,2,1961,1760.7246995297646,2,1,3,Rural,TA,298744.76201572735,2.5,63
9818.83328094026,4,4,1961,2168.48453677798,1,1,1,Rural,Gd,397340.1523433793,1.5,63
3202.8648523617176,9,7,2015,1458.8731501642735,2,0,3,LuxuryEstate,Fa,816573.8037792032,2.0,9
7125.938473381142,5,1,1951,1653.2254314816703,1,1,3,Downtown,Fa,447264.632687196,1.5,73
4698.714861756346,5,2,1964,1281.1313387978378,2,0,2,Rural,Fa,228414.85129813044,2.0,60
5025.749232470608,6,9,1972,1590.9949413113989,2,1,3,Suburbs,Ex,609104.272547513,2.5,52
4815.212151522262,1,10,1978,1719.7430240042559,2,0,3,Rural,TA,321448.65889907215,2.0,46
4272.018460640368,1,7,1956,1450.845076272812,2,0,0,Downtown,Ex,419783.0684919888,2.0,68
6097.043255889654,9,10,1977,598.1247579537519,3,1,3,Suburbs,Gd,489661.47528973117,3.5,47
4338.099767177924,3,7,1963,1665.7354481654477,2,0,2,Downtown,Fa,387083.79152005917,2.0,61
6540.913651559677,4,6,1993,1682.2807386777286,1,1,3,LuxuryEstate,Ex,978904.2817816191,1.5,31
5899.523781101726,1,3,1979,1159.9132618260246,3,0,2,LuxuryEstate,Fa,531274.958869188,3.0,45
5522.103906267181,9,10,1981,857.8064819637428,3,0,1,Downtown,Ex,717685.812863434,3.0,43
4184.872675916804,8,3,2019,2237.9395752519827,2,0,3,Suburbs,Fa,514269.0369232423,2.0,5
4846.457338863334,2,2,1955,1745.722755447201,1,1,3,Downtown,Gd,437554.2872205059,1.5,69
7510.782451651512,8,6,1976,1385.4594845391453,1,0,3,Rural,Fa,328333.43678021716,1.0,48
7001.834375248762,7,4,1973,931.4835584262563,3,0,1,Rural,Gd,361394.1602831423,3.0,51
4044.889510402898,6,5,1983,1089.0925857893271,1,1,0,Downtown,Gd,438756.38366756245,1.5,41
6198.664610858452,1,3,1989,2151.2951983931157,2,0,3,Rural,Ex,452626.4858996171,2.0,35
